document_id,views,full_reads_percent,depth
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,8795.748221371496,50.067136601099456,1.206406964221915
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,5917.179815981886,31.89018879015055,1.0557472677088249
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,11243.77925244013,25.815705492161197,1.0641866623756207
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,4013.4585814302905,36.992696851845146,1.0627901844285061
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,102811.48383049956,27.300156001320886,1.1193799057770073
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,22480.1638589074,25.152704820349587,1.0387905261606758
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,44072.9323039139,35.9380869577481,1.1502481398655309
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,89790.19704982934,18.848172687995806,1.1363601564854016
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,3912.87706515342,38.73994286973801,1.0689618611942022
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,3010.456545203901,31.84050783829053,1.0437635385386237
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,14896.333268057426,35.48482039396914,1.0764466011690896
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,20245.480313053482,35.13298739896171,1.0559674355639783
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,5905.767602654894,28.669481344015157,1.0596201480384322
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,13928.402654273232,24.173835501915974,1.0689205556065555
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,54559.25546239316,29.255733442166175,1.127375880160564
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,29330.019576238195,22.958664960789392,1.0544658844202794
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,6832.082054604388,24.456530076383945,1.060829931535818
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,12125.757097950345,39.19296826702931,1.1585304692165839
6203bbc19a7947fb724902a8BhjQOV86Qa6ER9s4eK4Mpw,17677.31286304083,29.322534956607573,1.145103830186915
620e3f2a9a7947868328f19f5hzCiIHdSYKQIr8WAM18bw,21071.162722540055,19.844876710031567,1.139550140973449
620d18729a7947215abb84989JBgpzWFSNiMniLAH8SZaQ,16911.3181624636,28.262843739997248,1.14239497969335
62937ab39a79475bb0821d13J6FV1xLkRbah3nyuod_sYw,4491.7669300294265,30.69358534459001,1.0453108637408632
623c39239a79472f1993960eMljwbh4gQuKeIA6eblcfGQ,120707.0733425966,23.164638032035914,1.1318559879187315
620f3e089a79475b34ade039KtVJsteHStO5oditt3Uvzw,29355.506549048674,29.71964529732027,1.1391018614106239
6202a73f9a79479b15f9b967g4_nokAoRvaMeR66cEHVXg,36575.33947495497,29.85743432090793,1.1249470735381615
62051c4d9a79477c4a88100dvDi5_j0PQVCaKj2UJf9_gw,26338.738581340225,32.2760739984084,1.1305169880913308
620dfa929a79476189b0d2c4ZnPUfntARbaIIPZcQcvL1A,9140.721187929892,36.817289841599916,1.1562154047335074
620223d99a7947592e5b2287uc9l9VjjTuW6KZZBme45rg,7839.492972468767,49.92825944055298,1.2468730924239904
620b6a7c9a794760c377c0549UuC_nw7SPu6DKHQzdxp1A,6378.672122472639,30.3017187622403,1.160066894605963
62058ec59a79471f398a053b_kwPlPE5QqWP4vZwrzwALQ,66888.68641621924,31.403244879680226,1.1266451610880834
6282c24c9a79473846c46ebam_USFkdETtGZH6Fds7rRiA,24309.916821675884,35.1923234951656,1.0564652307306142
629393009a794760730dff20Ty7cfynLQayiZQcjCFMVLA,1813.4185864760718,37.04906531764532,1.0507795876179484
624d79399a794748b2cab87dRbm1v5M-RIOc8TNT_xKCww,39716.27289768207,22.02658859855038,1.1394162745415144
626019089a794728f3c79697TIUG7LZwRkeqT7WiusfZtw,18074.34985528885,22.91114025703401,1.0482079091145196
6273f7009a7947233556d310MaUWXeXtSk6fnmVlyIDA3A,25778.79658330911,24.504664819501887,1.0481370451795249
623fe1149a794770821f4eaefI8XS2MXRyaNdNuJJW9VjA,93584.35988968739,31.654235724858477,1.146208815854521
6281efae9a7947e34439115eVnTuAVljQ7SgKfOfKu57jQ,6754.900974254854,30.336513587884948,1.0669353831454307
627ebb289a79472e34d01ad38y6hKoMJS_aNkvNKR0-gvQ,9145.264611973485,30.68557324758176,1.0530936339250214
625063979a79475de1f2072eTFz94N9QSYykYjDrMSdb7A,10584.512321122531,25.100900464224335,1.0805343001276697
6242cf239a7947543933376668sKFyOSTDi9g_65WIh5iw,250140.50508419788,38.21040473113231,1.1490466319055066
61faf6249a7947274188db22GZZD1toCRFaHFkr3HdMKWg,9780.27105388236,39.393094341318054,1.1624363995088498
6268e7489a79475c88d44ceaMPuwsLe1QT2F7YDXc66p4w,14140.771012484716,23.550770028410735,1.0495188102242887
6267abd89a7947ee8a9d53e16BBdcn0xRdCra7S60-tMHQ,13582.540370436822,33.43811296675717,1.0461233915747183
624482489a79477d4f12aab6NvqeFzbPRfimwSLlGfHvuA,118293.01333808944,35.33062749126881,1.1191477745832474
61ff71df9a79470d13893f343PXO3SCcSy2Zav_6ejoYsQ,7741.650824588546,45.85860149270301,1.1863109469197552
6261c55c9a7947bf215d147a5Lcy3mDcSV2Bffoiv6tvEQ,2452.841268529919,44.80260885634785,1.0447120289880198
61f898359a79473e96d0784cy0A9bEXUQ722-0fIdbb7qQ,12332.10913005082,42.07396418354386,1.1629074645076443
6258037e9a7947a9e8a99498S1y9xzR8TJWIMfMonDbQEQ,9956.840299319554,32.42964063671462,1.0559319882457068
625117b89a7947867f461f09mbd7f55-TMi1CcYjcDqsog,31881.983903082542,29.84139264367268,1.0572767556997968
620af8d89a7947404fb52b9fROpN7eLZTxyReljAlE66RQ,9404.840005795913,42.50534051200857,1.1596876065531314
61fa6aea9a7947f0a9aaf4f0laPyaRVTTXem7ijDgA1yOQ,36913.31926812569,33.23911979018362,1.14366101837407
6209a89f9a794740a12850c5H4RHG7dZTL2wSdv3XyyzNA,6881.7511319178275,42.01059665814407,1.169232532772927
620a46219a794781dc291a08AZGwVNwbQ8yIgsPKpyEhiA,12901.074374676455,41.40952292510664,1.157002482616556
6260feeb9a79476a79ce041es4TzJh4_TzW8ppT-OTxjkg,4497.462293828607,35.2629497272276,1.0544324240028915
620ce7ab9a794702595dc862-5Cx53EvQDWntflGw9_jEQ,12646.507936451662,39.60171698562522,1.1551874806802835
6265bbef9a794740ac14627dFCuGAeo3RMqC5ZXD_WsDtg,4832.937506360231,37.184931235316135,1.0402727264254807
627ff0d39a7947729e9dfa90RPAwzb0eSzC-Dcq2ZocUfA,9572.330062834373,29.14031714364953,1.0587021641322625
625db0299a7947d767282409xdaiS-EsSdOcJ5H8rgpO5g,20982.972465746552,26.113695392355066,1.0463323195770853
6282433e9a79470b9c70a35cGBn3ze4UTsyvC35EfQs6VA,11739.478813184003,31.730417442613344,1.058543777627833
61fc8bea9a79472d0879337bsOYQIXzMQtGy1XCKl6xsHw,10088.136362305828,34.86132374308711,1.1553799688941966
62033fe69a7947be30a670aaeFUrrXexSh-xrR_1oGc6-w,18158.54379284983,22.62278439305493,1.1301108659060257
6203b0069a7947f3eede1eb2qy1XDNoUQ3GBeAionL5UTQ,96271.66045289954,34.03419115132232,1.1193281413560612
624c3fd09a79476502f307e2exWaNqt-QmKcchXKQ-8KNw,9307.244028336254,31.189136165015295,1.1588801034165634
623b5bcc9a79477293c33b56Rbe7Ti8uQlyni2v1TTPTaA,112929.24252609059,25.861879769594722,1.1338821093534717
620104a99a7947846c646260vGhSVhpFT1iy6VZ0oq-oew,14888.060995994934,27.351111310405457,1.1419476806581927
624ffda39a794729f99bad79ZIebQLUATRWSnc37OMbrRQ,16090.818788992876,35.114388814819286,1.1222795407073074
6277b3ff9a7947214f2f4893-tYxWzW4Qbmn-jwILfFFjA,5134.160174328906,30.23791599838512,1.0558762534497244
624fd3a89a794716d372544f5CUAzs10TwWOwdg3dnyrFA,30060.46824946956,33.47092500709481,1.1261725139600953
6262672c9a7947edb8be11e9AoBTZKPtRCy9Mu7fNFw_gA,3801.9513360887536,50.24402354026927,1.0786818059713241
6268bb739a79474eb1121e2eeAd9_fJrTnKh_MdcLYPqAw,19242.216698193133,25.424019716836003,1.0420954060747778
6265f69e9a79474dc2dcb6eajq2srWZJTEeJvA4sAJhTdA,19858.659027275757,30.253211376994813,1.045958544462817
6266f5389a7947b2e3ce1ba6qNyzvIL0Rl2zal9wzUl16A,4925.16544748519,32.97363880149273,1.060274709172109
