document_id,views,full_reads_percent,depth
61f9569a9a794794245a82abJ0AvX96vTAaQCiWVbzoMdw,9596.818063596735,52.27148961134494,1.223196210546157
628c22b89a79470e553f594bQS5CqzXYRnmDdR2LaSreEw,6882.114396615154,33.34090748867636,1.053263713145608
627cb3249a7947ebdd752865XVsoyrUOT8OJJg2_finJhw,10269.476607831906,29.523407601588982,1.0592398870073263
628618629a7947d4927eb812upfii3whSSuMXCqcqF8VbQ,6147.769325648926,39.60461783585341,1.0597437717579214
620e76109a7947235623695b5hzCiIHdSYKQIr8WAM18bw,66522.01532981276,25.642013143881872,1.1200688229438238
6267e9d39a79470f677fb6fajv_4Eb5ZQtip4IbvDqDuKw,18232.714660559275,27.348447953239084,1.0364943242296436
624925809a79476c4461de30m1RFLN6XSPyEGdKhDO5nyA,50100.033462105515,31.496560628403813,1.139948381537253
6239e4a39a7947e926f82194t8mN2pE6R4mAGowkxvegNw,80120.1333494019,16.579022208601156,1.1287460155912774
628a1a4e9a794771555c208bICJ13mlxTMehQcRuqtV6YA,3206.359649967773,40.092597431816586,1.0713171062588773
626a5b0a9a7947627960acd0TdQDl3OoSMO5YuE7-m19eQ,2299.7938134392075,33.02870306764107,1.042535506676736
62528e479a7947535bdc6788c7U4L8VHQpuUFFaNED_q6g,12184.173311309658,36.627246299119264,1.0750329539946464
62612fe59a794783a68ada9e3TF3JpJGQJClbuUHy44UYw,23716.833389161602,35.92394239258028,1.0518375797438333
628cd9159a7947555da62ab1-m51bvtFS_yzCf2pq7lLQQ,6557.173514062124,31.21939088644197,1.0570453204561026
626e410e9a79471452f15e8eZ_d1-CbUQX2PIBrowzH5OQ,12050.113958181517,22.910802981459003,1.06924188230658
624e87269a79479dd1977cc3v9cI_OAYQ8-5gqePHxVMpw,76034.99742955928,31.037673778150065,1.1304880395733188
628b8ab29a7947e00f67dcdaNlcWeEm_RlanbLAGB-qShw,38592.285319577815,26.917739168772133,1.0529937644662992
628ccf899a79474f5151d0c3HZKtUGp9SHiIpympsFuOrw,5793.691668012514,24.129962741154433,1.0612302442079986
6249f7529a79479eb947fa1ehoBzMDQFT6mqValZu1Nr6g,18945.730614780437,42.61843787455339,1.1698405001089596
